test_name task_name gold_standard_file coverage model model_configuration metric score_value
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticMovies 0.9179999999999999 SVM C=1000 accuracy 0.6389457115704442
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 NB - accuracy 0.5768233618233616
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 KNN K=3 accuracy 0.5484330484330482
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 C45 - accuracy 0.534985754985755
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.001 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.01 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=0.1 accuracy 0.5992877492877489
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=1.0 accuracy 0.5786609686609686
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=10.0 accuracy 0.6203988603988606
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=100 accuracy 0.5599715099715098
models\model_complete\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.16375 SVM C=1000 accuracy 0.5220797720797721
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 NB - accuracy 0.5763509494394875
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 KNN K=3 accuracy 0.5827396476778771
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 C45 - accuracy 0.5320212765957446
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.001 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.01 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=0.1 accuracy 0.548181194234729
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=1.0 accuracy 0.6697895218485473
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=10.0 accuracy 0.6590803019903911
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=100 accuracy 0.6302825440402653
models\model_complete\vectors_100_cosine_2_1 Classification AAUP 0.9729166666666668 SVM C=1000 accuracy 0.5919755204758637
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 NB - accuracy 0.4801862132778164
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 KNN K=3 accuracy 0.5575144575526256
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 C45 - accuracy 0.5083096229470274
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.001 accuracy 0.488196854036549
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.01 accuracy 0.488196854036549
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=0.1 accuracy 0.5852024057367571
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=1.0 accuracy 0.610825815405968
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=10.0 accuracy 0.5767036780013879
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=100 accuracy 0.532826162387231
models\model_complete\vectors_100_cosine_2_1 Classification Forbes 0.828391167192429 SVM C=1000 accuracy 0.5112803608605136
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 NB - accuracy 0.3747752271640365
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 KNN K=3 accuracy 0.5564662840746055
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 C45 - accuracy 0.4599858919177428
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=0.001 accuracy 0.496080822572932
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=0.01 accuracy 0.496080822572932
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=0.1 accuracy 0.5001944045911049
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=1.0 accuracy 0.6492623146819706
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=10.0 accuracy 0.6408464849354376
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=100 accuracy 0.5932974653275944
models\model_minedgecut\vectors_100_cosine_2_2 Classification Cities 0.9985330073349632 SVM C=1000 accuracy 0.5511767097082735
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 NB - accuracy 0.5386082495051105
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 KNN K=3 accuracy 0.5594689532581911
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 C45 - accuracy 0.5328416757564741
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=0.001 accuracy 0.534414010422979
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=0.01 accuracy 0.534414010422979
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=0.1 accuracy 0.5275764553791458
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=1.0 accuracy 0.5899391992889751
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=10.0 accuracy 0.6104478245061206
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=100 accuracy 0.6043691673736517
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticMovies 0.9320754716981132 SVM C=1000 accuracy 0.5722510402779462
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 NB - accuracy 0.5641898375984253
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 KNN K=3 accuracy 0.5889609990157479
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 C45 - accuracy 0.5363213582677167
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=0.001 accuracy 0.632154281496063
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=0.01 accuracy 0.632154281496063
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=0.1 accuracy 0.632154281496063
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=1.0 accuracy 0.6255671751968505
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=10.0 accuracy 0.6004459891732281
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=100 accuracy 0.5799064960629922
models\model_minedgecut\vectors_100_cosine_2_2 Classification MetacriticAlbums 0.5777072949705483 SVM C=1000 accuracy 0.5530314960629921
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 NB - accuracy 0.3786308179947728
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 KNN K=3 accuracy 0.5547724332239706
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 C45 - accuracy 0.504534931138668
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=0.001 accuracy 0.5643471055997331
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=0.01 accuracy 0.5643471055997331
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=0.1 accuracy 0.6164638084116479
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=1.0 accuracy 0.6399291367773267
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=10.0 accuracy 0.6377631652115886
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=100 accuracy 0.6066189178668739
models\model_minedgecut\vectors_100_cosine_2_2 Classification AAUP 0.9983684568320872 SVM C=1000 accuracy 0.5546512076220135
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 NB - accuracy 0.3460092556726671
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 KNN K=3 accuracy 0.4637117489959429
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 C45 - accuracy 0.4485329215170606
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=0.001 accuracy 0.5463764245377258
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=0.01 accuracy 0.5463764245377258
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=0.1 accuracy 0.5463764245377258
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=1.0 accuracy 0.5469847029962015
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=10.0 accuracy 0.5379506024342011
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=100 accuracy 0.5230323880586871
models\model_minedgecut\vectors_100_cosine_2_2 Classification Forbes 0.9582965188195794 SVM C=1000 accuracy 0.4861390185725062
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 NB - accuracy 0.3682702531336877
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 KNN K=3 accuracy 0.5871555382139199
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 C45 - accuracy 0.4622060186314198
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=0.001 accuracy 0.4955572355265084
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=0.01 accuracy 0.4955572355265084
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=0.1 accuracy 0.4955572355265084
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=1.0 accuracy 0.6439277178949421
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=10.0 accuracy 0.6372735697215042
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=100 accuracy 0.5928493391211044
models\model_horizontal\vectors_100_cosine_2_1 Classification Cities 0.9985214391325776 SVM C=1000 accuracy 0.5543900892552309
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 NB - accuracy 0.5438457376922485
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 KNN K=3 accuracy 0.5626609475229927
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 C45 - accuracy 0.5254065229152175
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=0.001 accuracy 0.531484272354896
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=0.01 accuracy 0.531484272354896
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=0.1 accuracy 0.5409931215704461
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=1.0 accuracy 0.5760874101553441
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=10.0 accuracy 0.6011036401576628
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=100 accuracy 0.576797472756782
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticMovies 0.933415536374846 SVM C=1000 accuracy 0.5647778035396861
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 NB - accuracy 0.6061663084149351
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 KNN K=3 accuracy 0.5674030730037417
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 C45 - accuracy 0.5436322745004378
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=0.001 accuracy 0.6438022450441839
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=0.01 accuracy 0.6438022450441839
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=0.1 accuracy 0.6438022450441839
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=1.0 accuracy 0.6441796035347501
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=10.0 accuracy 0.6331613725021892
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=100 accuracy 0.5646930976833054
models\model_horizontal\vectors_100_cosine_2_1 Classification MetacriticAlbums 0.6415018167137666 SVM C=1000 accuracy 0.5427903829312951
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 NB - accuracy 0.35938241452779884
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 KNN K=3 accuracy 0.5584494904488961
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 C45 - accuracy 0.5030460851293223
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=0.001 accuracy 0.5613321121709189
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=0.01 accuracy 0.5613321121709189
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=0.1 accuracy 0.6042512404149754
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=1.0 accuracy 0.6321285997704361
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=10.0 accuracy 0.6328068399763834
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=100 accuracy 0.6048744366334055
models\model_horizontal\vectors_100_cosine_2_1 Classification AAUP 0.9983779399837794 SVM C=1000 accuracy 0.5526658928970887
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 NB - accuracy 0.3378505305938135
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 KNN K=3 accuracy 0.4808217054263566
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 C45 - accuracy 0.4569313991119139
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=0.001 accuracy 0.548574922856928
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=0.01 accuracy 0.548574922856928
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=0.1 accuracy 0.548574922856928
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=1.0 accuracy 0.5500679611650485
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=10.0 accuracy 0.5533248664107775
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=100 accuracy 0.5371117633777377
models\model_horizontal\vectors_100_cosine_2_1 Classification Forbes 0.9565943238731218 SVM C=1000 accuracy 0.4952881387822682
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 NB - accuracy 0.4645
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 KNN K=3 accuracy 0.603047619047619
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 C45 - accuracy 0.4971904761904762
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=0.001 accuracy 0.4977857142857145
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=0.01 accuracy 0.4977857142857145
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=0.1 accuracy 0.4977857142857145
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=1.0 accuracy 0.6230714285714286
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=10.0 accuracy 0.6623809523809523
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=100 accuracy 0.5909285714285715
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Cities 0.9858490566037735 SVM C=1000 accuracy 0.5728809523809522
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 NB - accuracy 0.531880791161796
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 KNN K=3 accuracy 0.5633208600617724
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 C45 - accuracy 0.5290446067949632
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=0.001 accuracy 0.50761760513186
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=0.01 accuracy 0.50761760513186
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=0.1 accuracy 0.5373705155618912
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=1.0 accuracy 0.5675130672368736
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=10.0 accuracy 0.5966743882157283
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=100 accuracy 0.576718638631504
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticMovies 0.919 SVM C=1000 accuracy 0.5575118793062487
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 NB - accuracy 0.6047633020344286
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 KNN K=3 accuracy 0.5364260563380283
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 C45 - accuracy 0.5238673708920187
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=0.001 accuracy 0.620774647887324
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=0.01 accuracy 0.620774647887324
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=0.1 accuracy 0.620774647887324
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=1.0 accuracy 0.6142899061032865
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=10.0 accuracy 0.5849374021909234
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=100 accuracy 0.5296165884194053
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification MetacriticAlbums 0.445 SVM C=1000 accuracy 0.5254010172143975
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 NB - accuracy 0.4084412094064948
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 KNN K=3 accuracy 0.5516886898096305
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 C45 - accuracy 0.5033370660694289
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=0.001 accuracy 0.5464165733482644
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=0.01 accuracy 0.5464165733482644
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=0.1 accuracy 0.5824893617021278
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=1.0 accuracy 0.6096987681970882
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=10.0 accuracy 0.5937693169092944
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=100 accuracy 0.5749820828667411
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification AAUP 0.9875 SVM C=1000 accuracy 0.5316696528555431
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 NB - accuracy 0.47260947712418294
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 KNN K=3 accuracy 0.4863142701525054
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 C45 - accuracy 0.467148148148148
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=0.001 accuracy 0.49000816993464047
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=0.01 accuracy 0.49000816993464047
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=0.1 accuracy 0.5066639433551197
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=1.0 accuracy 0.533834422657952
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=10.0 accuracy 0.5396677559912855
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=100 accuracy 0.5361938997821352
models\model_horizontal\vectors_nd_100_cosine_2_1 Classification Forbes 0.852365930599369 SVM C=1000 accuracy 0.5047276688453157
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 LR - root_mean_squared_error 17.137375740279822
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 KNN K=3 root_mean_squared_error 15.548765889854806
models\model_complete\vectors_100_cosine_2_1 Regression Cities 0.981132075471698 M5 - root_mean_squared_error 23.15699719849906
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 LR - root_mean_squared_error 20.248200297474998
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 KNN K=3 root_mean_squared_error 23.124514190504733
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticMovies 0.9179999999999999 M5 - root_mean_squared_error 29.30823153991979
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 LR - root_mean_squared_error 29.71576151502011
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 KNN K=3 root_mean_squared_error 16.260883243668104
models\model_complete\vectors_100_cosine_2_1 Regression MetacriticAlbums 0.16375 M5 - root_mean_squared_error 19.97614464907088
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 LR - root_mean_squared_error 65.32479793694793
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 KNN K=3 root_mean_squared_error 77.03475634110575
models\model_complete\vectors_100_cosine_2_1 Regression AAUP 0.9729166666666668 M5 - root_mean_squared_error 95.77287885220552
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 LR - root_mean_squared_error 35.719811163731976
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 KNN K=3 root_mean_squared_error 39.52644395082992
models\model_complete\vectors_100_cosine_2_1 Regression Forbes 0.828391167192429 M5 - root_mean_squared_error 51.50485739064722
models\model_minedgecut\vectors_100_cosine_2_3 Regression Cities 0.9985330073349632 LR - root_mean_squared_error 20.30374477175637
models\model_minedgecut\vectors_100_cosine_2_3 Regression Cities 0.9985330073349632 KNN K=3 root_mean_squared_error 20.439093345995282
models\model_minedgecut\vectors_100_cosine_2_3 Regression Cities 0.9985330073349632 M5 - root_mean_squared_error 27.63689681971525
models\model_minedgecut\vectors_100_cosine_2_3 Regression MetacriticMovies 0.9320754716981132 LR - root_mean_squared_error 23.570090940590863
models\model_minedgecut\vectors_100_cosine_2_3 Regression MetacriticMovies 0.9320754716981132 KNN K=3 root_mean_squared_error 25.759312356908595
models\model_minedgecut\vectors_100_cosine_2_3 Regression MetacriticMovies 0.9320754716981132 M5 - root_mean_squared_error 32.12468071418228
models\model_minedgecut\vectors_100_cosine_2_3 Regression MetacriticAlbums 0.5777072949705483 LR - root_mean_squared_error 15.054511474887132
models\model_minedgecut\vectors_100_cosine_2_3 Regression MetacriticAlbums 0.5777072949705483 KNN K=3 root_mean_squared_error 15.679534228875115
