task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.21003134796238246,with_weights,0.310977764286045,0.326082226922339,0.318350934923346
DocumentSimilarity,LP50,0.21003134796238246,without_weights,0.178544336643374,0.174962617307775,0.176735332051896
