task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.325286365934493,0.187259064249567,0.23768749816445
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.22075727195472,0.185047751570296,0.201331351017615
