task_name,gold_standard_file,coverage,model_name,model_configuration,accuracy
Classification,Forbes,0.8511041009463722,NB,,0.413626312880044
Classification,Forbes,0.8511041009463722,NB,,0.412150359314538
Classification,Forbes,0.8511041009463722,NB,,0.412874516307352
Classification,Forbes,0.8511041009463722,NB,,0.412150359314538
Classification,Forbes,0.8511041009463722,NB,,0.412172470978441
Classification,Forbes,0.8511041009463722,NB,,0.417330016583748
Classification,Forbes,0.8511041009463722,NB,,0.40922056384743
Classification,Forbes,0.8511041009463722,NB,,0.41147042564953
Classification,Forbes,0.8511041009463722,NB,,0.411409618573798
Classification,Forbes,0.8511041009463722,NB,,0.41808181315644
Classification,Forbes,0.8511041009463722,KNN,K=3,0.460386954118297
Classification,Forbes,0.8511041009463722,KNN,K=3,0.467031509121061
Classification,Forbes,0.8511041009463722,KNN,K=3,0.462576008844666
Classification,Forbes,0.8511041009463722,KNN,K=3,0.481868435599779
Classification,Forbes,0.8511041009463722,KNN,K=3,0.48260917634052
Classification,Forbes,0.8511041009463722,KNN,K=3,0.469264787175235
Classification,Forbes,0.8511041009463722,KNN,K=3,0.470713101160862
Classification,Forbes,0.8511041009463722,KNN,K=3,0.458805970149254
Classification,Forbes,0.8511041009463722,KNN,K=3,0.475168601437258
Classification,Forbes,0.8511041009463722,KNN,K=3,0.463294637921504
Classification,Forbes,0.8511041009463722,C45,,0.469209508015478
Classification,Forbes,0.8511041009463722,C45,,0.47661138750691
Classification,Forbes,0.8511041009463722,C45,,0.48110005527916
Classification,Forbes,0.8511041009463722,C45,,0.46698175787728
Classification,Forbes,0.8511041009463722,C45,,0.49147042564953
Classification,Forbes,0.8511041009463722,C45,,0.461050304035379
Classification,Forbes,0.8511041009463722,C45,,0.493642896627971
Classification,Forbes,0.8511041009463722,C45,,0.469226091763405
Classification,Forbes,0.8511041009463722,C45,,0.468485351022664
Classification,Forbes,0.8511041009463722,C45,,0.492946379215036
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.484809286898839
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.524162520729685
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.51228855721393
Classification,Forbes,0.8511041009463722,SVM,C=100,0.492260917634052
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.478927584300719
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.491475953565506
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.531542288557214
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.528524046434494
Classification,Forbes,0.8511041009463722,SVM,C=100,0.48996130458817
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.469198452183527
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.487772249861802
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.535163073521282
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.532974018794914
Classification,Forbes,0.8511041009463722,SVM,C=100,0.507025981205086
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.470702045328911
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.487766721945826
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.528562741846324
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.530027639579878
Classification,Forbes,0.8511041009463722,SVM,C=100,0.495948037589829
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.481088999447208
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.481088999447208
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.541116639027087
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.519646213377557
Classification,Forbes,0.8511041009463722,SVM,C=100,0.504046434494196
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.475909342177999
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.49147042564953
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.530055279159757
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.525594250967385
Classification,Forbes,0.8511041009463722,SVM,C=100,0.514472084024323
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.486312880044223
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.1,0.487777777777778
Classification,Forbes,0.8511041009463722,SVM,C=1.0,0.528524046434494
Classification,Forbes,0.8511041009463722,SVM,C=10.0,0.523377556661139
Classification,Forbes,0.8511041009463722,SVM,C=100,0.513029297954671
Classification,Forbes,0.8511041009463722,SVM,C=1000,0.486257600884466
Classification,Forbes,0.8511041009463722,SVM,C=0.001,0.489253731343284
Classification,Forbes,0.8511041009463722,SVM,C=0.01,0.489253731343284
