task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.330752707237044,0.194588274482955,0.245024092242345
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.202361374238925,0.166320847870947,0.182579540435328
