task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.342868931750205,0.307366229863086,0.324148360810792
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.303222855581253,0.282050358814549,0.292253645353492
