task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.343102947769953,0.227708078026535,0.273741428497877
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.250877469068563,0.204767658904359,0.225489482315164
