task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Classification Cities NB - accuracy 1 6 6
Classification Cities KNN K=3 accuracy 1 6 6
Classification Cities C45 - accuracy 1 6 6
Classification Cities SVM C=0.001 accuracy 0 6 4
Classification Cities SVM C=0.01 accuracy 0 6 4
Classification Cities SVM C=0.1 accuracy 1 6 4
Classification Cities SVM C=1.0 accuracy 1 6 6
Classification Cities SVM C=10.0 accuracy 1 6 6
Classification Cities SVM C=100 accuracy 1 6 6
Classification Cities SVM C=1000 accuracy 1 6 6
Classification MetacriticMovies NB - accuracy 0 6 6
Classification MetacriticMovies KNN K=3 accuracy 0 6 6
Classification MetacriticMovies C45 - accuracy 1 6 6
Classification MetacriticMovies SVM C=0.001 accuracy 5 6 5
Classification MetacriticMovies SVM C=0.01 accuracy 5 6 5
Classification MetacriticMovies SVM C=0.1 accuracy 0 6 6
Classification MetacriticMovies SVM C=1.0 accuracy 1 6 6
Classification MetacriticMovies SVM C=10.0 accuracy 0 6 6
Classification MetacriticMovies SVM C=100 accuracy 0 6 6
Classification MetacriticMovies SVM C=1000 accuracy 0 6 6
Classification MetacriticAlbums NB - accuracy 3 6 6
Classification MetacriticAlbums KNN K=3 accuracy 5 6 6
Classification MetacriticAlbums C45 - accuracy 0 6 6
Classification MetacriticAlbums SVM C=0.001 accuracy 5 6 6
Classification MetacriticAlbums SVM C=0.01 accuracy 5 6 6
Classification MetacriticAlbums SVM C=0.1 accuracy 5 6 6
Classification MetacriticAlbums SVM C=1.0 accuracy 5 6 6
Classification MetacriticAlbums SVM C=10.0 accuracy 5 6 6
Classification MetacriticAlbums SVM C=100 accuracy 5 6 6
Classification MetacriticAlbums SVM C=1000 accuracy 5 6 6
Classification AAUP NB - accuracy 0 6 6
Classification AAUP KNN K=3 accuracy 0 6 6
Classification AAUP C45 - accuracy 1 6 6
Classification AAUP SVM C=0.001 accuracy 2 6 5
Classification AAUP SVM C=0.01 accuracy 2 6 5
Classification AAUP SVM C=0.1 accuracy 4 6 6
Classification AAUP SVM C=1.0 accuracy 0 6 6
Classification AAUP SVM C=10.0 accuracy 0 6 6
Classification AAUP SVM C=100 accuracy 0 6 6
Classification AAUP SVM C=1000 accuracy 0 6 6
Classification Forbes NB - accuracy 2 6 6
Classification Forbes KNN K=3 accuracy 1 6 6
Classification Forbes C45 - accuracy 1 6 6
Classification Forbes SVM C=0.001 accuracy 2 6 6
Classification Forbes SVM C=0.01 accuracy 2 6 6
Classification Forbes SVM C=0.1 accuracy 1 6 6
Classification Forbes SVM C=1.0 accuracy 1 6 6
Classification Forbes SVM C=10.0 accuracy 1 6 6
Classification Forbes SVM C=100 accuracy 0 6 6
Classification Forbes SVM C=1000 accuracy 1 6 6
Regression Cities LR - root_mean_squared_error 1 6 6
Regression Cities KNN K=3 root_mean_squared_error 1 6 6
Regression Cities M5 - root_mean_squared_error 3 6 6
Regression MetacriticMovies LR - root_mean_squared_error 0 6 6
Regression MetacriticMovies KNN K=3 root_mean_squared_error 0 6 6
Regression MetacriticMovies M5 - root_mean_squared_error 1 6 6
Regression MetacriticAlbums LR - root_mean_squared_error 5 6 6
Regression MetacriticAlbums KNN K=3 root_mean_squared_error 5 6 6
Regression MetacriticAlbums M5 - root_mean_squared_error 5 6 6
Regression AAUP LR - root_mean_squared_error 0 6 6
Regression AAUP KNN K=3 root_mean_squared_error 2 6 6
Regression AAUP M5 - root_mean_squared_error 2 6 6
Regression Forbes LR - root_mean_squared_error 1 6 6
Regression Forbes KNN K=3 root_mean_squared_error 0 6 6
Regression Forbes M5 - root_mean_squared_error 1 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine adjusted_rand_index 0 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine adjusted_mutual_info_score 0 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine homogeneity_score 1 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine completeness_score 0 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine v_measure_score 0 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine normalized_mutual_info_score 0 6 6
Clustering citiesAndCountries_cluster DBSCAN metric=cosine clustering_accuracy 4 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 4 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 0 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 0 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0 6 6
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 4 6 6
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 1 6 6
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 1 6 6
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 1 6 6
