task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9043887147335423,with_weights,0.455282076898825,0.290025242808692,0.354332478448878
DocumentSimilarity,LP50,0.9043887147335423,without_weights,0.439766539075873,0.304032425083866,0.359514583344491
