task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.42671107602159,0.31163060464238,0.360202421482225
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.296404216171703,0.29825049016466,0.297324487027864
