;file;count;share
32;models/model_minedgecut100\model_minedgecut_32\vectors.txt;2548;0.10340909090909091
23;models/model_minedgecut100\model_minedgecut_23\vectors.txt;2515;0.1020698051948052
40;models/model_minedgecut100\model_minedgecut_40\vectors.txt;2482;0.10073051948051948
38;models/model_minedgecut100\model_minedgecut_38\vectors.txt;2480;0.10064935064935066
24;models/model_minedgecut100\model_minedgecut_24\vectors.txt;2445;0.0992288961038961
29;models/model_minedgecut100\model_minedgecut_29\vectors.txt;2430;0.09862012987012987
16;models/model_minedgecut100\model_minedgecut_16\vectors.txt;2411;0.09784902597402598
14;models/model_minedgecut100\model_minedgecut_14\vectors.txt;2343;0.09508928571428571
13;models/model_minedgecut100\model_minedgecut_13\vectors.txt;2330;0.0945616883116883
12;models/model_minedgecut100\model_minedgecut_12\vectors.txt;2328;0.09448051948051948
20;models/model_minedgecut100\model_minedgecut_20\vectors.txt;2317;0.09403409090909091
47;models/model_minedgecut100\model_minedgecut_47\vectors.txt;2310;0.09375
22;models/model_minedgecut100\model_minedgecut_22\vectors.txt;2306;0.09358766233766234
37;models/model_minedgecut100\model_minedgecut_37\vectors.txt;2299;0.09330357142857143
44;models/model_minedgecut100\model_minedgecut_44\vectors.txt;2253;0.09143668831168832
15;models/model_minedgecut100\model_minedgecut_15\vectors.txt;2247;0.09119318181818181
46;models/model_minedgecut100\model_minedgecut_46\vectors.txt;2246;0.0911525974025974
49;models/model_minedgecut100\model_minedgecut_49\vectors.txt;2228;0.09042207792207792
45;models/model_minedgecut100\model_minedgecut_45\vectors.txt;2222;0.09017857142857143
18;models/model_minedgecut100\model_minedgecut_18\vectors.txt;2155;0.08745941558441558
17;models/model_minedgecut100\model_minedgecut_17\vectors.txt;2020;0.08198051948051949
19;models/model_minedgecut100\model_minedgecut_19\vectors.txt;1755;0.07122564935064934
