;file;count;share
78;models/model_horizontal100\model_horizontal_8\vectors.txt;275;0.7575757575757576
10;models/model_horizontal100\model_horizontal_18\vectors.txt;275;0.7575757575757576
94;models/model_horizontal100\model_horizontal_94\vectors.txt;275;0.7575757575757576
41;models/model_horizontal100\model_horizontal_46\vectors.txt;275;0.7575757575757576
39;models/model_horizontal100\model_horizontal_44\vectors.txt;274;0.7548209366391184
16;models/model_horizontal100\model_horizontal_23\vectors.txt;274;0.7548209366391184
86;models/model_horizontal100\model_horizontal_87\vectors.txt;272;0.7493112947658402
83;models/model_horizontal100\model_horizontal_84\vectors.txt;269;0.7410468319559229
99;models/model_horizontal100\model_horizontal_99\vectors.txt;266;0.7327823691460055
88;models/model_horizontal100\model_horizontal_89\vectors.txt;266;0.7327823691460055
95;models/model_horizontal100\model_horizontal_95\vectors.txt;266;0.7327823691460055
96;models/model_horizontal100\model_horizontal_96\vectors.txt;264;0.7272727272727273
12;models/model_horizontal100\model_horizontal_2\vectors.txt;264;0.7272727272727273
1;models/model_horizontal100\model_horizontal_1\vectors.txt;262;0.721763085399449
0;models/model_horizontal100\model_horizontal_0\vectors.txt;259;0.7134986225895317
40;models/model_horizontal100\model_horizontal_45\vectors.txt;250;0.6887052341597796
87;models/model_horizontal100\model_horizontal_88\vectors.txt;246;0.6776859504132231
50;models/model_horizontal100\model_horizontal_54\vectors.txt;236;0.650137741046832
