;file;count;share
58;models/model_horizontal100\model_horizontal_61\vectors.txt;126;0.314214463840399
43;models/model_horizontal100\model_horizontal_48\vectors.txt;126;0.314214463840399
90;models/model_horizontal100\model_horizontal_90\vectors.txt;124;0.3092269326683292
42;models/model_horizontal100\model_horizontal_47\vectors.txt;123;0.30673316708229426
78;models/model_horizontal100\model_horizontal_8\vectors.txt;123;0.30673316708229426
93;models/model_horizontal100\model_horizontal_93\vectors.txt;123;0.30673316708229426
74;models/model_horizontal100\model_horizontal_76\vectors.txt;122;0.30423940149625933
23;models/model_horizontal100\model_horizontal_3\vectors.txt;121;0.30174563591022446
94;models/model_horizontal100\model_horizontal_94\vectors.txt;121;0.30174563591022446
99;models/model_horizontal100\model_horizontal_99\vectors.txt;119;0.2967581047381546
15;models/model_horizontal100\model_horizontal_22\vectors.txt;117;0.29177057356608477
50;models/model_horizontal100\model_horizontal_54\vectors.txt;113;0.2817955112219451
41;models/model_horizontal100\model_horizontal_46\vectors.txt;112;0.2793017456359102
40;models/model_horizontal100\model_horizontal_45\vectors.txt;112;0.2793017456359102
87;models/model_horizontal100\model_horizontal_88\vectors.txt;102;0.2543640897755611
0;models/model_horizontal100\model_horizontal_0\vectors.txt;85;0.2119700748129676
1;models/model_horizontal100\model_horizontal_1\vectors.txt;77;0.19201995012468828
12;models/model_horizontal100\model_horizontal_2\vectors.txt;65;0.16209476309226933
