;file;count;share
32;models/model_minedgecut100\model_minedgecut_32\vectors.txt;2322;0.10733105297217344
43;models/model_minedgecut100\model_minedgecut_43\vectors.txt;2315;0.10700748821299806
11;models/model_minedgecut100\model_minedgecut_11\vectors.txt;2293;0.10599057039844689
23;models/model_minedgecut100\model_minedgecut_23\vectors.txt;2269;0.10488120550984562
38;models/model_minedgecut100\model_minedgecut_38\vectors.txt;2250;0.1040029583063696
40;models/model_minedgecut100\model_minedgecut_40\vectors.txt;2228;0.10298604049181843
24;models/model_minedgecut100\model_minedgecut_24\vectors.txt;2207;0.10201534621429231
29;models/model_minedgecut100\model_minedgecut_29\vectors.txt;2194;0.10141444023296663
16;models/model_minedgecut100\model_minedgecut_16\vectors.txt;2179;0.10072108717759083
14;models/model_minedgecut100\model_minedgecut_14\vectors.txt;2124;0.0981787926412129
12;models/model_minedgecut100\model_minedgecut_12\vectors.txt;2105;0.09730054543773689
13;models/model_minedgecut100\model_minedgecut_13\vectors.txt;2104;0.09725432190071184
47;models/model_minedgecut100\model_minedgecut_47\vectors.txt;2094;0.09679208653046131
20;models/model_minedgecut100\model_minedgecut_20\vectors.txt;2092;0.0966996394564112
37;models/model_minedgecut100\model_minedgecut_37\vectors.txt;2076;0.09596006286401035
22;models/model_minedgecut100\model_minedgecut_22\vectors.txt;2057;0.09508181566053435
44;models/model_minedgecut100\model_minedgecut_44\vectors.txt;2045;0.09452713321623371
46;models/model_minedgecut100\model_minedgecut_46\vectors.txt;2039;0.09424979199408338
15;models/model_minedgecut100\model_minedgecut_15\vectors.txt;2026;0.0936488860127577
45;models/model_minedgecut100\model_minedgecut_45\vectors.txt;2011;0.0929555329573819
49;models/model_minedgecut100\model_minedgecut_49\vectors.txt;2008;0.09281686234630673
18;models/model_minedgecut100\model_minedgecut_18\vectors.txt;1941;0.08971988536562818
17;models/model_minedgecut100\model_minedgecut_17\vectors.txt;1814;0.08384949616344643
19;models/model_minedgecut100\model_minedgecut_19\vectors.txt;1574;0.07275584727743367
