task_name,gold_standard_file,coverage,model_name,model_configuration,accuracy
Classification,Cities,0.9858490566037735,NB,,0.463809523809524
Classification,Cities,0.9858490566037735,NB,,0.46047619047619
Classification,Cities,0.9858490566037735,NB,,0.469047619047619
Classification,Cities,0.9858490566037735,NB,,0.463333333333333
Classification,Cities,0.9858490566037735,NB,,0.455238095238095
Classification,Cities,0.9858490566037735,NB,,0.454761904761905
Classification,Cities,0.9858490566037735,NB,,0.44047619047619
Classification,Cities,0.9858490566037735,NB,,0.454761904761905
Classification,Cities,0.9858490566037735,NB,,0.464523809523809
Classification,Cities,0.9858490566037735,NB,,0.468333333333333
Classification,Cities,0.9858490566037735,KNN,K=3,0.588333333333333
Classification,Cities,0.9858490566037735,KNN,K=3,0.602857142857143
Classification,Cities,0.9858490566037735,KNN,K=3,0.574761904761905
Classification,Cities,0.9858490566037735,KNN,K=3,0.573333333333333
Classification,Cities,0.9858490566037735,KNN,K=3,0.594047619047619
Classification,Cities,0.9858490566037735,KNN,K=3,0.632142857142857
Classification,Cities,0.9858490566037735,KNN,K=3,0.603571428571428
Classification,Cities,0.9858490566037735,KNN,K=3,0.588571428571429
Classification,Cities,0.9858490566037735,KNN,K=3,0.593571428571428
Classification,Cities,0.9858490566037735,KNN,K=3,0.607380952380952
Classification,Cities,0.9858490566037735,C45,,0.531666666666667
Classification,Cities,0.9858490566037735,C45,,0.498333333333333
Classification,Cities,0.9858490566037735,C45,,0.488809523809524
Classification,Cities,0.9858490566037735,C45,,0.511666666666667
Classification,Cities,0.9858490566037735,C45,,0.507619047619048
Classification,Cities,0.9858490566037735,C45,,0.458571428571428
Classification,Cities,0.9858490566037735,C45,,0.43047619047619
Classification,Cities,0.9858490566037735,C45,,0.474047619047619
Classification,Cities,0.9858490566037735,C45,,0.493333333333333
Classification,Cities,0.9858490566037735,C45,,0.44047619047619
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.689285714285714
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.684285714285714
Classification,Cities,0.9858490566037735,SVM,C=100,0.636190476190476
Classification,Cities,0.9858490566037735,SVM,C=1000,0.631666666666667
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.694285714285714
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.665
Classification,Cities,0.9858490566037735,SVM,C=100,0.655
Classification,Cities,0.9858490566037735,SVM,C=1000,0.622142857142857
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.68452380952381
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.679761904761905
Classification,Cities,0.9858490566037735,SVM,C=100,0.660952380952381
Classification,Cities,0.9858490566037735,SVM,C=1000,0.622619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.698095238095238
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.683809523809524
Classification,Cities,0.9858490566037735,SVM,C=100,0.650952380952381
Classification,Cities,0.9858490566037735,SVM,C=1000,0.608095238095238
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.675238095238095
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.675238095238095
Classification,Cities,0.9858490566037735,SVM,C=100,0.656190476190476
Classification,Cities,0.9858490566037735,SVM,C=1000,0.599285714285714
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497619047619048
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.694047619047619
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.67
Classification,Cities,0.9858490566037735,SVM,C=100,0.632142857142857
Classification,Cities,0.9858490566037735,SVM,C=1000,0.631904761904762
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.699047619047619
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.683809523809524
Classification,Cities,0.9858490566037735,SVM,C=100,0.613095238095238
Classification,Cities,0.9858490566037735,SVM,C=1000,0.612619047619048
Classification,Cities,0.9858490566037735,SVM,C=0.001,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.01,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=0.1,0.497857142857143
Classification,Cities,0.9858490566037735,SVM,C=1.0,0.694285714285714
Classification,Cities,0.9858490566037735,SVM,C=10.0,0.703809523809524
