task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.427609519723642,0.328586129587169,0.371614296349565
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.300868619060304,0.304604598575585,0.302725082673986
