task_name,gold_standard_file,coverage,model_name,model_configuration,num_clusters,adjusted_rand_index,adjusted_mutual_info_score,homogeneity_score,completeness_score,v_measure_score,normalized_mutual_info_score,clustering_accuracy
Clustering,citiesMoviesAlbumsCompaniesUni_cluster,0.7956583294006607,DBSCAN,metric=cosine,3,0.062619477716672,0.129628948506641,0.087947311719022,0.251438285447005,0.13031384627372,0.13031384627372,0.428818625137644
Clustering,citiesMoviesAlbumsCompaniesUni_cluster,0.7956583294006607,KMeans,"metric=enclidean, n_clusters=5",5,0.085767423860105,0.212263500617694,0.207933759354474,0.218614404676148,0.213140361847101,0.213140361847101,0.394525719679094
Clustering,citiesMoviesAlbumsCompaniesUni_cluster,0.7956583294006607,Agglomerative clustering,"metric=cosine, n_clusters=5",5,0.118685533208681,0.2073438770302,0.21964875852501,0.19780992405673,0.208158105488583,0.208158105488583,0.412301400031461
Clustering,citiesMoviesAlbumsCompaniesUni_cluster,0.7956583294006607,Ward hierarchical clustering,"metric=cosine, n_clusters=5",5,0.109429943189083,0.213727950151693,0.216628173993605,0.212561570250483,0.214575606440343,0.214575606440343,0.421739814377851
