task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Classification Cities NB - accuracy 15 16 16
Classification Cities KNN K=3 accuracy 14 16 16
Classification Cities C45 - accuracy 13 16 16
Classification Cities SVM C=0.001 accuracy 0 16 4
Classification Cities SVM C=0.01 accuracy 0 16 4
Classification Cities SVM C=0.1 accuracy 0 16 7
Classification Cities SVM C=1.0 accuracy 14 16 16
Classification Cities SVM C=10.0 accuracy 14 16 16
Classification Cities SVM C=100 accuracy 14 16 16
Classification Cities SVM C=1000 accuracy 15 16 16
Classification MetacriticMovies NB - accuracy 2 16 16
Classification MetacriticMovies KNN K=3 accuracy 13 16 16
Classification MetacriticMovies C45 - accuracy 5 16 16
Classification MetacriticMovies SVM C=0.001 accuracy 3 16 5
Classification MetacriticMovies SVM C=0.01 accuracy 3 16 5
Classification MetacriticMovies SVM C=0.1 accuracy 2 16 16
Classification MetacriticMovies SVM C=1.0 accuracy 7 16 16
Classification MetacriticMovies SVM C=10.0 accuracy 12 16 16
Classification MetacriticMovies SVM C=100 accuracy 13 16 16
Classification MetacriticMovies SVM C=1000 accuracy 15 16 16
Classification MetacriticAlbums NB - accuracy 2 16 16
Classification MetacriticAlbums KNN K=3 accuracy 6 16 16
Classification MetacriticAlbums C45 - accuracy 9 16 16
Classification MetacriticAlbums SVM C=0.001 accuracy 3 16 8
Classification MetacriticAlbums SVM C=0.01 accuracy 3 16 8
Classification MetacriticAlbums SVM C=0.1 accuracy 3 16 8
Classification MetacriticAlbums SVM C=1.0 accuracy 2 16 16
Classification MetacriticAlbums SVM C=10.0 accuracy 6 16 16
Classification MetacriticAlbums SVM C=100 accuracy 4 16 16
Classification MetacriticAlbums SVM C=1000 accuracy 3 16 16
Classification AAUP NB - accuracy 6 16 16
Classification AAUP KNN K=3 accuracy 14 16 16
Classification AAUP C45 - accuracy 15 16 16
Classification AAUP SVM C=0.001 accuracy 4 16 5
Classification AAUP SVM C=0.01 accuracy 4 16 5
Classification AAUP SVM C=0.1 accuracy 7 16 16
Classification AAUP SVM C=1.0 accuracy 12 16 16
Classification AAUP SVM C=10.0 accuracy 12 16 16
Classification AAUP SVM C=100 accuracy 12 16 16
Classification AAUP SVM C=1000 accuracy 12 16 16
Classification Forbes NB - accuracy 5 16 16
Classification Forbes KNN K=3 accuracy 12 16 16
Classification Forbes C45 - accuracy 10 16 16
Classification Forbes SVM C=0.001 accuracy 5 16 9
Classification Forbes SVM C=0.01 accuracy 5 16 9
Classification Forbes SVM C=0.1 accuracy 4 16 16
Classification Forbes SVM C=1.0 accuracy 6 16 16
Classification Forbes SVM C=10.0 accuracy 11 16 16
Classification Forbes SVM C=100 accuracy 7 16 16
Classification Forbes SVM C=1000 accuracy 7 16 16
Regression Cities LR - root_mean_squared_error 15 16 16
Regression Cities KNN K=3 root_mean_squared_error 15 16 16
Regression Cities M5 - root_mean_squared_error 15 16 16
Regression MetacriticMovies LR - root_mean_squared_error 9 16 16
Regression MetacriticMovies KNN K=3 root_mean_squared_error 10 16 16
Regression MetacriticMovies M5 - root_mean_squared_error 4 16 16
Regression MetacriticAlbums LR - root_mean_squared_error 5 16 16
Regression MetacriticAlbums KNN K=3 root_mean_squared_error 8 16 16
Regression MetacriticAlbums M5 - root_mean_squared_error 0 16 16
Regression AAUP LR - root_mean_squared_error 13 16 16
Regression AAUP KNN K=3 root_mean_squared_error 14 16 16
Regression AAUP M5 - root_mean_squared_error 15 16 16
Regression Forbes LR - root_mean_squared_error 8 16 16
Regression Forbes KNN K=3 root_mean_squared_error 10 16 16
Regression Forbes M5 - root_mean_squared_error 8 16 16
Clustering citiesAndCountries_cluster DBSCAN metric=cosine adjusted_rand_index 3 16 15
Clustering citiesAndCountries_cluster DBSCAN metric=cosine adjusted_mutual_info_score 3 16 16
Clustering citiesAndCountries_cluster DBSCAN metric=cosine homogeneity_score 4 16 15
Clustering citiesAndCountries_cluster DBSCAN metric=cosine completeness_score 4 16 15
Clustering citiesAndCountries_cluster DBSCAN metric=cosine v_measure_score 4 16 16
Clustering citiesAndCountries_cluster DBSCAN metric=cosine normalized_mutual_info_score 4 16 16
Clustering citiesAndCountries_cluster DBSCAN metric=cosine clustering_accuracy 9 16 14
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 15 16 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 9 16 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 9 16 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 10 16 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 9 16 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 9 16 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 13 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 11 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 3 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 3 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 4 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 3 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 3 16 16
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 14 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 14 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 10 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 10 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 11 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 10 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 10 16 16
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 8 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine adjusted_rand_index 2 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine adjusted_mutual_info_score 1 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine homogeneity_score 2 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine completeness_score 2 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine v_measure_score 2 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine normalized_mutual_info_score 2 16 16
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine clustering_accuracy 10 16 15
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 3 16 16
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 12 16 16
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 12 16 16
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 12 16 16
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 12 16 16
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 12 16 16
