task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.385485365226056,0.344122017239558,0.363631193120966
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.249680329306039,0.260459286334474,0.254955931235241
