test_name task_name gold_standard_file coverage model model_configuration metric score_value
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.002204558985999
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.045459088881648
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.001374258713925
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.002667866049729
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.002667866049729
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.479790775083214
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.001175867359815
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score -9.0000985698e-05
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.006818483774612
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.000228276983906
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.000441764085434
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.000441764085434
models\model_complete\vectors_100_cosine_2_1 Clustering teams_cluster 0.5209224916785544 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.478839752734189
models\model_complete\vectors_100_cosine_2_1 DocumentSimilarity LP50 0.9043887147335423 with_weights - pearson_score 0.44266581295365
models\model_complete\vectors_100_cosine_2_1 DocumentSimilarity LP50 0.9043887147335423 with_weights - spearman_score 0.283289936495908
