task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,MetacriticMovies,0.919,LR,,23.972144544035608
Regression,MetacriticMovies,0.919,LR,,23.889508977967584
Regression,MetacriticMovies,0.919,LR,,24.21198147441912
Regression,MetacriticMovies,0.919,LR,,23.97952068722135
Regression,MetacriticMovies,0.919,LR,,23.842858602733767
Regression,MetacriticMovies,0.919,LR,,24.037216819470853
Regression,MetacriticMovies,0.919,LR,,23.818841094625263
Regression,MetacriticMovies,0.919,LR,,23.936365857016092
Regression,MetacriticMovies,0.919,LR,,23.981120121010655
Regression,MetacriticMovies,0.919,LR,,23.857995716831933
Regression,MetacriticMovies,0.919,KNN,K=3,26.00851527677503
Regression,MetacriticMovies,0.919,KNN,K=3,26.31053862926341
Regression,MetacriticMovies,0.919,KNN,K=3,26.232233230581045
Regression,MetacriticMovies,0.919,KNN,K=3,25.94182769569606
Regression,MetacriticMovies,0.919,KNN,K=3,25.72047891440834
Regression,MetacriticMovies,0.919,KNN,K=3,26.0447509048198
Regression,MetacriticMovies,0.919,KNN,K=3,26.29010953299892
Regression,MetacriticMovies,0.919,KNN,K=3,26.23615565294233
Regression,MetacriticMovies,0.919,KNN,K=3,26.11891791960918
Regression,MetacriticMovies,0.919,KNN,K=3,26.13073860378853
Regression,MetacriticMovies,0.919,M5,,31.557310153911363
Regression,MetacriticMovies,0.919,M5,,32.085410389943114
Regression,MetacriticMovies,0.919,M5,,31.670119019732375
Regression,MetacriticMovies,0.919,M5,,32.298294785642405
Regression,MetacriticMovies,0.919,M5,,31.40517669055182
Regression,MetacriticMovies,0.919,M5,,31.586011485942816
Regression,MetacriticMovies,0.919,M5,,32.18947613230796
Regression,MetacriticMovies,0.919,M5,,31.503470144202065
Regression,MetacriticMovies,0.919,M5,,32.163603611361474
Regression,MetacriticMovies,0.919,M5,,32.297118762071385
