task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.318810346867994,0.136530738829534,0.191185963979984
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.212390142661894,0.149901964628431,0.175757070121416
