task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,MetacriticMovies,0.919,LR,,23.2261386450954
Regression,MetacriticMovies,0.919,LR,,23.452160268337582
Regression,MetacriticMovies,0.919,LR,,23.287884757813234
Regression,MetacriticMovies,0.919,LR,,23.218201037353946
Regression,MetacriticMovies,0.919,LR,,23.236528234114402
Regression,MetacriticMovies,0.919,LR,,23.46413991673431
Regression,MetacriticMovies,0.919,LR,,23.290032332880592
Regression,MetacriticMovies,0.919,LR,,23.46912879343372
Regression,MetacriticMovies,0.919,LR,,23.412241056173553
Regression,MetacriticMovies,0.919,LR,,23.239083238219926
Regression,MetacriticMovies,0.919,KNN,K=3,25.177878069299076
Regression,MetacriticMovies,0.919,KNN,K=3,25.643276164942144
Regression,MetacriticMovies,0.919,KNN,K=3,25.666383307382148
Regression,MetacriticMovies,0.919,KNN,K=3,25.26323300305124
Regression,MetacriticMovies,0.919,KNN,K=3,25.444475928321474
Regression,MetacriticMovies,0.919,KNN,K=3,25.33850573548427
Regression,MetacriticMovies,0.919,KNN,K=3,25.37274213316519
Regression,MetacriticMovies,0.919,KNN,K=3,25.51323608434995
Regression,MetacriticMovies,0.919,KNN,K=3,25.383955741395788
Regression,MetacriticMovies,0.919,KNN,K=3,25.640211806496247
Regression,MetacriticMovies,0.919,M5,,31.338428627690103
Regression,MetacriticMovies,0.919,M5,,32.13567977108666
Regression,MetacriticMovies,0.919,M5,,31.870461006887247
Regression,MetacriticMovies,0.919,M5,,31.813133576099823
Regression,MetacriticMovies,0.919,M5,,31.65497691061111
Regression,MetacriticMovies,0.919,M5,,32.0063139825397
Regression,MetacriticMovies,0.919,M5,,32.13684310074784
Regression,MetacriticMovies,0.919,M5,,31.577212526503946
Regression,MetacriticMovies,0.919,M5,,31.19050784037595
Regression,MetacriticMovies,0.919,M5,,31.68658550395371
