task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" homogeneity_score 3 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" completeness_score 3 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" v_measure_score 3 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" normalized_mutual_info_score 3 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" clustering_accuracy 3 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" adjusted_rand_index 3 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" adjusted_mutual_info_score 2 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" homogeneity_score 2 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" completeness_score 2 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" v_measure_score 2 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" normalized_mutual_info_score 2 12 12
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" clustering_accuracy 2 12 12
Clustering teams_cluster DBSCAN metric=cosine adjusted_rand_index 9 12 11
Clustering teams_cluster DBSCAN metric=cosine adjusted_mutual_info_score 9 12 11
Clustering teams_cluster DBSCAN metric=cosine homogeneity_score 7 12 11
Clustering teams_cluster DBSCAN metric=cosine completeness_score 7 12 11
Clustering teams_cluster DBSCAN metric=cosine v_measure_score 7 12 11
Clustering teams_cluster DBSCAN metric=cosine normalized_mutual_info_score 7 12 11
Clustering teams_cluster DBSCAN metric=cosine clustering_accuracy 5 12 10
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 9 12 11
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 6 12 11
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 6 12 12
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 6 12 12
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 6 12 11
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 6 12 11
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 9 12 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 1 12 12
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 7 12 12
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 7 12 12
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 7 12 12
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 7 12 12
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 7 12 12
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 11 12 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0 12 12
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 9 12 12
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 8 12 12
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 9 12 12
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 9 12 12
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 9 12 12
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 11 12 9
DocumentSimilarity LP50 with_weights - pearson_score 1 12 12
DocumentSimilarity LP50 with_weights - spearman_score 2 12 12
DocumentSimilarity LP50 with_weights - harmonic_mean 2 12 12
DocumentSimilarity LP50 without_weights - pearson_score 4 12 12
DocumentSimilarity LP50 without_weights - spearman_score 6 12 12
DocumentSimilarity LP50 without_weights - harmonic_mean 4 12 12
EntityRelatedness KORE - - kendalltau_correlation 6 10 7
SemanticAnalogies capital_country_entities - - accuracy 7 12 11
SemanticAnalogies all_capital_country_entities - - accuracy 6 12 12
SemanticAnalogies currency_entities - - accuracy 2 12 12
SemanticAnalogies city_state_entities - - accuracy 1 12 12
