task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Classification Cities NB - accuracy 2 18 18
Classification Cities KNN K=3 accuracy 13 18 18
Classification Cities C45 - accuracy 3 18 18
Classification Cities SVM C=0.001 accuracy 0 18 4
Classification Cities SVM C=0.01 accuracy 0 18 4
Classification Cities SVM C=0.1 accuracy 0 18 9
Classification Cities SVM C=1.0 accuracy 7 18 18
Classification Cities SVM C=10.0 accuracy 9 18 18
Classification Cities SVM C=100 accuracy 7 18 18
Classification Cities SVM C=1000 accuracy 8 18 18
Classification MetacriticMovies NB - accuracy 8 18 18
Classification MetacriticMovies KNN K=3 accuracy 16 18 18
Classification MetacriticMovies C45 - accuracy 12 18 18
Classification MetacriticMovies SVM C=0.001 accuracy 3 18 5
Classification MetacriticMovies SVM C=0.01 accuracy 3 18 5
Classification MetacriticMovies SVM C=0.1 accuracy 4 18 18
Classification MetacriticMovies SVM C=1.0 accuracy 4 18 18
Classification MetacriticMovies SVM C=10.0 accuracy 14 18 18
Classification MetacriticMovies SVM C=100 accuracy 14 18 18
Classification MetacriticMovies SVM C=1000 accuracy 15 18 18
Classification MetacriticAlbums NB - accuracy 17 18 18
Classification MetacriticAlbums KNN K=3 accuracy 7 18 18
Classification MetacriticAlbums C45 - accuracy 2 18 18
Classification MetacriticAlbums SVM C=0.001 accuracy 4 18 9
Classification MetacriticAlbums SVM C=0.01 accuracy 4 18 9
Classification MetacriticAlbums SVM C=0.1 accuracy 4 18 9
Classification MetacriticAlbums SVM C=1.0 accuracy 5 18 18
Classification MetacriticAlbums SVM C=10.0 accuracy 10 18 18
Classification MetacriticAlbums SVM C=100 accuracy 7 18 18
Classification MetacriticAlbums SVM C=1000 accuracy 3 18 18
Classification AAUP NB - accuracy 15 18 18
Classification AAUP KNN K=3 accuracy 17 18 18
Classification AAUP C45 - accuracy 17 18 18
Classification AAUP SVM C=0.001 accuracy 4 18 5
Classification AAUP SVM C=0.01 accuracy 4 18 5
Classification AAUP SVM C=0.1 accuracy 10 18 18
Classification AAUP SVM C=1.0 accuracy 17 18 18
Classification AAUP SVM C=10.0 accuracy 17 18 18
Classification AAUP SVM C=100 accuracy 17 18 18
Classification AAUP SVM C=1000 accuracy 16 18 18
Classification Forbes NB - accuracy 17 18 18
Classification Forbes KNN K=3 accuracy 16 18 18
Classification Forbes C45 - accuracy 11 18 18
Classification Forbes SVM C=0.001 accuracy 12 18 11
Classification Forbes SVM C=0.01 accuracy 12 18 11
Classification Forbes SVM C=0.1 accuracy 6 18 18
Classification Forbes SVM C=1.0 accuracy 13 18 18
Classification Forbes SVM C=10.0 accuracy 16 18 18
Classification Forbes SVM C=100 accuracy 16 18 18
Classification Forbes SVM C=1000 accuracy 15 18 18
Regression Cities LR - root_mean_squared_error 14 18 18
Regression Cities KNN K=3 root_mean_squared_error 11 18 18
Regression Cities M5 - root_mean_squared_error 16 18 18
Regression MetacriticMovies LR - root_mean_squared_error 17 18 18
Regression MetacriticMovies KNN K=3 root_mean_squared_error 17 18 18
Regression MetacriticMovies M5 - root_mean_squared_error 6 18 18
Regression MetacriticAlbums LR - root_mean_squared_error 3 18 18
Regression MetacriticAlbums KNN K=3 root_mean_squared_error 13 18 18
Regression MetacriticAlbums M5 - root_mean_squared_error 2 18 18
Regression AAUP LR - root_mean_squared_error 14 18 18
Regression AAUP KNN K=3 root_mean_squared_error 17 18 18
Regression AAUP M5 - root_mean_squared_error 17 18 18
Regression Forbes LR - root_mean_squared_error 12 18 18
Regression Forbes KNN K=3 root_mean_squared_error 15 18 18
Regression Forbes M5 - root_mean_squared_error 12 18 18
Clustering citiesAndCountries_cluster DBSCAN metric=cosine adjusted_rand_index 10 18 17
Clustering citiesAndCountries_cluster DBSCAN metric=cosine adjusted_mutual_info_score 12 18 18
Clustering citiesAndCountries_cluster DBSCAN metric=cosine homogeneity_score 8 18 17
Clustering citiesAndCountries_cluster DBSCAN metric=cosine completeness_score 8 18 17
Clustering citiesAndCountries_cluster DBSCAN metric=cosine v_measure_score 8 18 18
Clustering citiesAndCountries_cluster DBSCAN metric=cosine normalized_mutual_info_score 8 18 18
Clustering citiesAndCountries_cluster DBSCAN metric=cosine clustering_accuracy 8 18 16
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 15 18 18
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 15 18 18
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 15 18 18
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 15 18 18
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 15 18 18
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 15 18 18
Clustering citiesAndCountries_cluster KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 12 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 14 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 9 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 9 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 9 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 9 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 9 18 18
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 17 18 18
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 14 18 18
