task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,Cities,0.9858490566037735,LR,,47.5036713789205
Regression,Cities,0.9858490566037735,LR,,56.40234419889125
Regression,Cities,0.9858490566037735,LR,,60.26155313405538
Regression,Cities,0.9858490566037735,LR,,49.49537136952391
Regression,Cities,0.9858490566037735,LR,,55.940879982438105
Regression,Cities,0.9858490566037735,LR,,48.571796902950226
Regression,Cities,0.9858490566037735,LR,,51.542011957400064
Regression,Cities,0.9858490566037735,LR,,53.59337746796312
Regression,Cities,0.9858490566037735,LR,,56.805020784485144
Regression,Cities,0.9858490566037735,LR,,48.46263326934927
Regression,Cities,0.9858490566037735,KNN,K=3,21.693997546544406
Regression,Cities,0.9858490566037735,KNN,K=3,21.336778395399335
Regression,Cities,0.9858490566037735,KNN,K=3,22.24888021977776
Regression,Cities,0.9858490566037735,KNN,K=3,21.89469431643105
Regression,Cities,0.9858490566037735,KNN,K=3,21.25331842591292
Regression,Cities,0.9858490566037735,KNN,K=3,20.878770562150564
Regression,Cities,0.9858490566037735,KNN,K=3,21.3168588066657
Regression,Cities,0.9858490566037735,KNN,K=3,22.60024965620068
Regression,Cities,0.9858490566037735,KNN,K=3,20.905403865927287
Regression,Cities,0.9858490566037735,KNN,K=3,21.55232236309423
Regression,Cities,0.9858490566037735,M5,,27.79353416563738
Regression,Cities,0.9858490566037735,M5,,25.01318882359508
Regression,Cities,0.9858490566037735,M5,,29.129793410647107
Regression,Cities,0.9858490566037735,M5,,28.252867286054247
Regression,Cities,0.9858490566037735,M5,,26.145526355355763
Regression,Cities,0.9858490566037735,M5,,27.520103131820964
Regression,Cities,0.9858490566037735,M5,,30.01720177003664
Regression,Cities,0.9858490566037735,M5,,27.756267505671914
Regression,Cities,0.9858490566037735,M5,,27.721986428701474
Regression,Cities,0.9858490566037735,M5,,27.064571601842562
