task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.39841167319046,0.349302934675003,0.372244610952542
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.223600288825214,0.243329046776374,0.233047876799867
