task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,Cities,0.9858490566037735,LR,,20.442990619057724
Regression,Cities,0.9858490566037735,LR,,22.50543302044576
Regression,Cities,0.9858490566037735,LR,,25.56107058886809
Regression,Cities,0.9858490566037735,LR,,22.43836476007358
Regression,Cities,0.9858490566037735,LR,,24.90042198384384
Regression,Cities,0.9858490566037735,LR,,21.841195352943352
Regression,Cities,0.9858490566037735,LR,,22.960943591349764
Regression,Cities,0.9858490566037735,LR,,25.685978092436336
Regression,Cities,0.9858490566037735,LR,,23.107648903559056
Regression,Cities,0.9858490566037735,LR,,23.74203636329362
Regression,Cities,0.9858490566037735,KNN,K=3,21.720738903592533
Regression,Cities,0.9858490566037735,KNN,K=3,21.50148700915006
Regression,Cities,0.9858490566037735,KNN,K=3,22.366673551476453
Regression,Cities,0.9858490566037735,KNN,K=3,21.277808371288202
Regression,Cities,0.9858490566037735,KNN,K=3,21.63098154407854
Regression,Cities,0.9858490566037735,KNN,K=3,22.304841607325784
Regression,Cities,0.9858490566037735,KNN,K=3,21.47434747134849
Regression,Cities,0.9858490566037735,KNN,K=3,22.1710722374955
Regression,Cities,0.9858490566037735,KNN,K=3,22.151935030871307
Regression,Cities,0.9858490566037735,KNN,K=3,22.003645627102948
Regression,Cities,0.9858490566037735,M5,,26.233862482507043
Regression,Cities,0.9858490566037735,M5,,25.27294774331164
Regression,Cities,0.9858490566037735,M5,,26.67891511953958
Regression,Cities,0.9858490566037735,M5,,22.53643041205953
Regression,Cities,0.9858490566037735,M5,,24.70354244909981
Regression,Cities,0.9858490566037735,M5,,24.472509391546243
Regression,Cities,0.9858490566037735,M5,,26.00990382090705
Regression,Cities,0.9858490566037735,M5,,25.29583359614177
Regression,Cities,0.9858490566037735,M5,,23.528271206752898
Regression,Cities,0.9858490566037735,M5,,27.692321728069675
