task_name,gold_standard_file,coverage,conf,pearson_score,spearman_score,harmonic_mean
DocumentSimilarity,LP50,0.9216300940438872,with_weights,0.343668331822092,0.21750598719014,0.266405347666394
DocumentSimilarity,LP50,0.9216300940438872,without_weights,0.247414000680799,0.200220506889137,0.2213294810389
