task_name,gold_standard_file,coverage,model_name,model_configuration,root_mean_squared_error
Regression,Cities,0.9985330073349633,LR,,20.24121006374304
Regression,Cities,0.9985330073349633,LR,,20.265947268268835
Regression,Cities,0.9985330073349633,LR,,20.36462153845649
Regression,Cities,0.9985330073349633,LR,,20.336512126623795
Regression,Cities,0.9985330073349633,LR,,20.326501784125647
Regression,Cities,0.9985330073349633,LR,,20.37872703430152
Regression,Cities,0.9985330073349633,LR,,20.300239804658442
Regression,Cities,0.9985330073349633,LR,,20.19709746622976
Regression,Cities,0.9985330073349633,LR,,20.33124012942582
Regression,Cities,0.9985330073349633,LR,,20.29535050173036
Regression,Cities,0.9985330073349633,KNN,K=3,20.204437570786272
Regression,Cities,0.9985330073349633,KNN,K=3,20.48915561682966
Regression,Cities,0.9985330073349633,KNN,K=3,20.45787118729851
Regression,Cities,0.9985330073349633,KNN,K=3,20.457064338284063
Regression,Cities,0.9985330073349633,KNN,K=3,20.45284122898216
Regression,Cities,0.9985330073349633,KNN,K=3,20.60170527552948
Regression,Cities,0.9985330073349633,KNN,K=3,20.537507142577034
Regression,Cities,0.9985330073349633,KNN,K=3,20.391414966807975
Regression,Cities,0.9985330073349633,KNN,K=3,20.320977217369787
Regression,Cities,0.9985330073349633,KNN,K=3,20.47795891548788
Regression,Cities,0.9985330073349633,M5,,27.024638144999194
Regression,Cities,0.9985330073349633,M5,,27.51755565451878
Regression,Cities,0.9985330073349633,M5,,27.977089706422117
Regression,Cities,0.9985330073349633,M5,,27.626671973687515
Regression,Cities,0.9985330073349633,M5,,27.758786825706434
Regression,Cities,0.9985330073349633,M5,,27.901184033456133
Regression,Cities,0.9985330073349633,M5,,27.874201073012053
Regression,Cities,0.9985330073349633,M5,,27.94145813563158
Regression,Cities,0.9985330073349633,M5,,27.651919067604705
Regression,Cities,0.9985330073349633,M5,,27.164888254266874
