task_name,gold_standard_file,coverage,model_name,model_configuration,accuracy
Classification,Cities,0.9985330073349633,NB,,0.376594930655189
Classification,Cities,0.9985330073349633,NB,,0.373177905308465
Classification,Cities,0.9985330073349633,NB,,0.375604973696796
Classification,Cities,0.9985330073349633,NB,,0.376621233859397
Classification,Cities,0.9985330073349633,NB,,0.373648971783836
Classification,Cities,0.9985330073349633,NB,,0.373653754184601
Classification,Cities,0.9985330073349633,NB,,0.371695361071258
Classification,Cities,0.9985330073349633,NB,,0.376047345767575
Classification,Cities,0.9985330073349633,NB,,0.376109516977523
Classification,Cities,0.9985330073349633,NB,,0.374598278335725
Classification,Cities,0.9985330073349633,KNN,K=3,0.55975131516021
Classification,Cities,0.9985330073349633,KNN,K=3,0.548008130081301
Classification,Cities,0.9985330073349633,KNN,K=3,0.555803443328551
Classification,Cities,0.9985330073349633,KNN,K=3,0.554897178383548
Classification,Cities,0.9985330073349633,KNN,K=3,0.559748923959828
Classification,Cities,0.9985330073349633,KNN,K=3,0.560253467240555
Classification,Cities,0.9985330073349633,KNN,K=3,0.55725968436155
Classification,Cities,0.9985330073349633,KNN,K=3,0.558271162123386
Classification,Cities,0.9985330073349633,KNN,K=3,0.555827355332377
Classification,Cities,0.9985330073349633,KNN,K=3,0.554842180774749
Classification,Cities,0.9985330073349633,C45,,0.478950263032042
Classification,Cities,0.9985330073349633,C45,,0.457405547584888
Classification,Cities,0.9985330073349633,C45,,0.454954567192731
Classification,Cities,0.9985330073349633,C45,,0.461334289813486
Classification,Cities,0.9985330073349633,C45,,0.456408417025347
Classification,Cities,0.9985330073349633,C45,,0.46130081300813
Classification,Cities,0.9985330073349633,C45,,0.45591343854615
Classification,Cities,0.9985330073349633,C45,,0.460337159253946
Classification,Cities,0.9985330073349633,C45,,0.458825920612147
Classification,Cities,0.9985330073349633,C45,,0.455435198469632
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.498531802965088
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.649830224772836
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.643491152558584
Classification,Cities,0.9985330073349633,SVM,C=100,0.587663797226208
Classification,Cities,0.9985330073349633,SVM,C=1000,0.545019129603061
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.500963653754185
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.64987087517934
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.645449545671927
Classification,Cities,0.9985330073349633,SVM,C=100,0.595011956001913
Classification,Cities,0.9985330073349633,SVM,C=1000,0.556793400286944
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.500975609756098
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.643491152558584
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.632228598756576
Classification,Cities,0.9985330073349633,SVM,C=100,0.583261597321856
Classification,Cities,0.9985330073349633,SVM,C=1000,0.553873744619799
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.500490196078431
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.647431850789096
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.644497847919656
Classification,Cities,0.9985330073349633,SVM,C=100,0.59650406504065
Classification,Cities,0.9985330073349633,SVM,C=1000,0.547558584409373
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.499509803921569
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.645934959349594
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.633201817312291
Classification,Cities,0.9985330073349633,SVM,C=100,0.596461023433764
Classification,Cities,0.9985330073349633,SVM,C=1000,0.536724055475849
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.498041606886657
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.648871353419417
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.640547584887614
Classification,Cities,0.9985330073349633,SVM,C=100,0.596018651362984
Classification,Cities,0.9985330073349633,SVM,C=1000,0.548010521281683
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.500483022477284
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.654748923959828
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.641066475370636
Classification,Cities,0.9985330073349633,SVM,C=100,0.589124820659971
Classification,Cities,0.9985330073349633,SVM,C=1000,0.56071018651363
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.501963175514108
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.652771401243424
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.64689143950263
Classification,Cities,0.9985330073349633,SVM,C=100,0.597443806791009
Classification,Cities,0.9985330073349633,SVM,C=1000,0.552386417981827
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.500002391200383
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.651298421807748
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.644445241511239
Classification,Cities,0.9985330073349633,SVM,C=100,0.59597800095648
Classification,Cities,0.9985330073349633,SVM,C=1000,0.550925394548063
Classification,Cities,0.9985330073349633,SVM,C=0.001,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.01,0.496080822572932
Classification,Cities,0.9985330073349633,SVM,C=0.1,0.500982783357245
Classification,Cities,0.9985330073349633,SVM,C=1.0,0.648373983739838
Classification,Cities,0.9985330073349633,SVM,C=10.0,0.636645145863223
Classification,Cities,0.9985330073349633,SVM,C=100,0.59550693448111
Classification,Cities,0.9985330073349633,SVM,C=1000,0.559765662362506
