task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 6 9 9
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 6 9 9
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 6 9 9
Clustering citiesAndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 6 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 6 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 7 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 7 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 6 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 7 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 7 9 9
Clustering citiesAndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 3 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine adjusted_rand_index 2 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine adjusted_mutual_info_score 4 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine homogeneity_score 2 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine completeness_score 2 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine v_measure_score 2 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine normalized_mutual_info_score 2 9 9
Clustering cities2000AndCountries_cluster DBSCAN metric=cosine clustering_accuracy 6 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 7 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 7 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 7 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 7 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 7 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 7 9 9
Clustering cities2000AndCountries_cluster KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 8 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 7 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 7 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 7 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 7 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 7 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 7 9 9
Clustering cities2000AndCountries_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 8 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 5 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 7 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 7 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 8 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 7 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 7 9 9
Clustering cities2000AndCountries_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 8 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine adjusted_rand_index 4 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine adjusted_mutual_info_score 4 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine homogeneity_score 4 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine completeness_score 8 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine v_measure_score 4 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine normalized_mutual_info_score 4 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster DBSCAN metric=cosine clustering_accuracy 6 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" adjusted_rand_index 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" adjusted_mutual_info_score 3 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" homogeneity_score 3 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" completeness_score 3 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" v_measure_score 3 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" normalized_mutual_info_score 3 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster KMeans "metric=enclidean, n_clusters=5" clustering_accuracy 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" adjusted_rand_index 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" adjusted_mutual_info_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" homogeneity_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" completeness_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" v_measure_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" normalized_mutual_info_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Agglomerative clustering" "metric=cosine, n_clusters=5" clustering_accuracy 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" adjusted_rand_index 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" adjusted_mutual_info_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" homogeneity_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" completeness_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" v_measure_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" normalized_mutual_info_score 2 9 9
Clustering citiesMoviesAlbumsCompaniesUni_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=5" clustering_accuracy 2 9 9
Clustering teams_cluster DBSCAN metric=cosine adjusted_rand_index 3 9 8
Clustering teams_cluster DBSCAN metric=cosine adjusted_mutual_info_score 3 9 8
Clustering teams_cluster DBSCAN metric=cosine homogeneity_score 2 9 8
Clustering teams_cluster DBSCAN metric=cosine completeness_score 3 9 8
Clustering teams_cluster DBSCAN metric=cosine v_measure_score 3 9 8
Clustering teams_cluster DBSCAN metric=cosine normalized_mutual_info_score 3 9 8
Clustering teams_cluster DBSCAN metric=cosine clustering_accuracy 6 9 8
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 6 9 9
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 3 9 9
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" homogeneity_score 2 9 9
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" completeness_score 3 9 9
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" v_measure_score 3 9 9
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 3 9 9
Clustering teams_cluster KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 4 9 7
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 2 9 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 3 9 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 2 9 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 3 9 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 3 9 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 3 9 9
Clustering teams_cluster "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 4 9 8
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 2 9 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 4 9 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 3 9 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 4 9 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 3 9 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 3 9 9
Clustering teams_cluster "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 6 9 8
DocumentSimilarity LP50 with_weights - pearson_score 2 9 9
DocumentSimilarity LP50 with_weights - spearman_score 4 9 9
DocumentSimilarity LP50 with_weights - harmonic_mean 4 9 9
DocumentSimilarity LP50 without_weights - pearson_score 2 9 9
DocumentSimilarity LP50 without_weights - spearman_score 4 9 9
DocumentSimilarity LP50 without_weights - harmonic_mean 4 9 9
EntityRelatedness KORE - - kendalltau_correlation 6 7 7
SemanticAnalogies capital_country_entities - - accuracy 3 9 9
SemanticAnalogies all_capital_country_entities - - accuracy 2 9 9
SemanticAnalogies currency_entities - - accuracy 2 9 9
SemanticAnalogies city_state_entities - - accuracy 2 9 9
