task_name,gold_standard_file,coverage,model_name,model_configuration,num_clusters,adjusted_rand_index,adjusted_mutual_info_score,homogeneity_score,completeness_score,v_measure_score,normalized_mutual_info_score,clustering_accuracy
Clustering,cities2000AndCountries_cluster,0.9539594843462247,DBSCAN,metric=cosine,57,-0.003318651477077,0.013270212376742,0.022539762437678,0.048324116540996,0.030741024130856,0.030741024130856,0.509438305709024
Clustering,cities2000AndCountries_cluster,0.9539594843462247,KMeans,"metric=enclidean, n_clusters=2",2,-0.001450901422643,0.009208548382652,0.008056968323745,0.011884232204274,0.009603321754609,0.009603321754609,0.508977900552486
Clustering,cities2000AndCountries_cluster,0.9539594843462247,Agglomerative clustering,"metric=cosine, n_clusters=2",2,0.010583969523059,0.014070476608116,0.015970706814515,0.013055651100535,0.014366802518558,0.014366802518558,0.53268876611418
Clustering,cities2000AndCountries_cluster,0.9539594843462247,Ward hierarchical clustering,"metric=cosine, n_clusters=2",2,-0.004867676787069,0.011020507693865,0.007977951858433,0.020579794516563,0.011498429025431,0.011498429025431,0.505294659300184
